id,behavioral_income
LOA-728XFM3N,18648.69395555332
LOA-6P7GC9R5,46196.715127563664
LOA-HSAHSXZB,19094.54054340366
LOA-PXDVG6PQ,29644.796160745656
LOA-9J67GXX9,102945.33393879747
LOA-Y171VP4L,49142.19342940159
LOA-L4R367Z8,74364.7518600744
LOA-DF2AFY98,35277.80898862884
LOA-NZZ5VXA1,24255.829251462455
LOA-NZZ5VXA1,24255.829251462455
LOA-H1UKJGZF,28347.2977232205
LOA-RDVH7534,27803.1337287528
LOA-9JCU9LU3,25314.170013127998
LOA-9JCU9LU3,25314.170013127998
LOA-9JCU9LU3,25314.170013127998
LOA-24HFCSVC,28152.739614691185
LOA-RQVPCE4B,22410.207672491695
LOA-T2YQPEJK,72797.87879476907
LOA-8MS7YZDL,34669.37125036404
LOA-UXG6VFRT,20848.161099897618
LOA-R6SDCSZ5,28347.2977232205
LOA-ZPL312UY,21800.089749781142
LOA-6DX429UJ,26785.914353529017
4ZYAKHDE,42416.79959193935
LOA-2622V9HY,31037.731799723115
LOA-FD71JKCN,40543.87239815785
LOA-583DPKTF,50463.34062392898
LOA-D9GD16D7,28433.0669988414
LOA-XFNZGYGR,23619.54125404436
LOA-XFNZGYGR,23619.54125404436
LOA-Y16RG259,21124.814869120957
LOA-JS814USZ,26134.14199212055
LOA-JQQQCA2R,22042.86363256534
LOA-CN23GRJ6,33742.39620626065
LOA-KGM9BEMC,19255.88819496193
LOA-T996LYKD,20024.47269993101
LOA-6GJT2CFX,14589.362709241363
LOA-PJHCFYFH,19494.825840155347
LOA-NM92RS6M,17656.868456132215
LOA-DF1U5QRU,21773.266378707565
LOA-1D9FT7GB,19631.24192093736
LOA-LU25135T,25267.080269133716
LOA-VJCSJ63X,52654.92712972942
LOA-BVLD7CJY,28347.2977232205
LOA-1SC5UHF7,21287.28101817731
LOA-3N68G49X,28347.2977232205
LOA-XTLEVVBK,90932.94147634365
Y8LJ8FRG,17625.135541067895
LOA-HX4MQ9KH,45156.17224499421
LOA-TBQRV5BT,20767.465830720324
LOA-QN5G65CP,26676.40315884431
LOA-K7M89PCJ,24595.093738535837
LOA-F9KA6EEU,19765.98078667306
LOA-UGJ15QS2,25265.565969719613
LOA-ZR3GUDU6,44723.21776832099
LOA-8MJLDMYY,19845.956203950358
LOA-D3KV62JC,20373.103689271495
LOA-C5FMH8EK,23332.131483393896
LOA-7QXXZTUC,17880.115913267662
LOA-VLDR8YFL,32853.29833122188
LOA-EECQZAQ7,18399.822379006164
LOA-ACXH4Z3V,28347.2977232205
LOA-RH54YFKY,33297.01691712387
LOA-BJQ2ERZK,25860.454127942314
LOA-6B81GFLE,29368.91419182197
LOA-YYMLYU73,18852.805771353123
HRQLLRNU,21823.902288644014
HRQLLRNU,21823.902288644014
LOA-Q4DSQ5PB,36708.450883504076
LOA-R8TXJF2Z,59915.56660025873
LOA-TPCQ1V4F,28495.262489542827
LOA-8BTAR4XM,21029.25184976696
LOA-N2RDQZTF,43411.071479083526
LOA-8UGX8393,27392.41446333109
LOA-ZQ7SXK1T,32474.002059045633
LOA-2SP6QR3N,16904.505648120226
LOA-NQRUNKKU,34867.47813752365
LOA-S7LZPMSA,18864.14062667381
LOA-K5657EZF,22871.467207092937
LOA-TFZGMUTM,28347.2977232205
LOA-VUFTYURE,74012.47801998764
LOA-VUXY96HN,34010.08918136361
LOA-A4R6G49T,23326.547756325534
IY1ICGEY,27083.067620337064
LOA-3YLRJ2KK,28244.687443664727
LK5FXYSU,19598.727279557792
IMUSX2E2,22082.17456930021
LOA-91G6GZV3,104025.662521264
LOA-91G6GZV3,104025.662521264
59X6T7VN,19203.39278117262
59X6T7VN,19203.39278117262
LOA-1YMNHQNU,57931.973911173736
LOA-DYVN3MGN,25375.02698594954
LOA-LMJ5J62N,22132.81610355455
LOA-R3JKYF68,28347.2977232205
LOA-LTHGPHE5,16438.16373801196
LOA-68DPR9SS,44035.87618179845
LOA-TT4LYKAT,20409.13332030232
YKYVXKIZ,21572.547532378783
29PZQ8FT,29135.717457077797
LOA-KJN6N7EV,19667.36884700358
LOA-FRHK5ELN,26228.57481190903
LOA-FRHK5ELN,26228.57481190903
LOA-Q3UJQUH8,31759.171304898624
LOA-Q3UJQUH8,31759.171304898624
LOA-AUB16Y1H,17644.335344300758
LOA-ZBKZEBR1,26488.27009014255
XKLT8ATM,31035.32589554708
LOA-VBNQV1HN,21253.805018614687
LOA-318MR7RS,31990.564411496067
LOA-HXU1VK4A,62696.124052294785
LOA-R5M3HMKZ,69044.48671009889
HNTA5DZM,48367.37282577816
LOA-E24GELMB,23023.858000405147
LOA-QJQBPV7T,31466.89488423075
LOA-QJQBPV7T,31466.89488423075
LOA-QDBT8N56,37233.08453701251
LOA-YKZ6S1YS,30798.513799608252
LOA-JHUJ339D,34656.51964446367
FTQISY8Q,26635.858040454044
LOA-MUERAKBU,21686.66097581225
LOA-DAXR3N8K,18664.73480299339
LOA-R6AP9TS4,25500.760305384116
LOA-DTZS2BM9,28347.2977232205
GCS93339,19254.56890555035
C8B54LM4,20006.994780795932
LOA-SLEJQD9U,122654.69805230506
LOA-HF32XVCG,29934.407337563727
LOA-HF32XVCG,29934.407337563727
LOA-2UZGFR6N,50620.22777011721
X9TRNJVJ,34992.47572669987
ZH7E4ND2,25103.43031312808
LOA-ANXEYVB7,22203.729992617922
LOA-2MG4H9FA,23356.311326487215
LOA-14TF7HCD,22196.41078157857
A2ZJEHRA,24591.432288794334
LOA-9RVHTPGU,29601.253269658566
LOA-HPL1Y3PF,50171.56337951461
LOA-HPL1Y3PF,50171.56337951461
LOA-ZETXB5NP,59163.392819909335
LOA-CML3H4PL,46090.74429029524
LOA-ZRM2551Z,35589.79223958818
TQYM8XGG,43191.96025431681
JNZ3RQAN,21254.33083372361
LOA-ZV9Q5ELS,29890.20974299559
MHBQRBEG,24047.43680420247
LOA-AJC9TG5C,41108.82615225696
4XEJVSAU,21362.363433048904
LOA-KHFX6ZGD,43271.61922237333
TVBBBKDN,103975.13632197466
LOA-NHHRVZT1,37147.62690482637
LOA-GQ19D98A,42299.115957287475
3LHVP441,28660.534792001054
LOA-8HGHQ3ZD,25230.640736043482
LOA-VJX98AYM,33668.51474174167
MZ72PC1Y,23871.31257213701
LOA-7CN5LFDM,21749.5785507359
LOA-S88MEVH4,66327.79551628273
LOA-HJZX9VUD,20567.11429325503
LOA-FG4JJJL1,35065.85443961013
LOA-FG4JJJL1,35065.85443961013
LOA-M41YPZFZ,28347.2977232205
LOA-4HPGP4F4,26492.203239896036
KJCVKJI3,23870.973171829955
LOA-MQSGTV3K,19750.203678206
LOA-RL6ABSE8,36897.919343391186
LOA-EBQ5DB3A,89577.43391097183
6UIHVJBG,23825.32039905493
LOA-RKDPUU8R,23614.986126476073
LOA-LGC9GVCK,39263.59194043599
LOA-BBRN5ZQC,22348.670561400533
LOA-R1KQJA9F,28347.2977232205
LOA-N1C8YVRB,16161.542527458225
LOA-EYKLGTAD,25950.15993965807
LOA-PLV8DJLK,24063.038398222678
LOA-DPECABP2,28347.2977232205
L34K7NF5,20018.022133908027
7INNA3M7,19998.087003198816
LOA-HZMHGUU3,22917.422162867282
LOA-2CJSVPT3,20418.232172183765
LOA-26P76CVZ,20426.728543001143
LOA-EDUNGYDE,22084.909638811383
LOA-F5314LS4,23210.987468247502
LOA-XG39QFQ9,31378.65996595489
SPH1QGNU,22556.414431146663
NF25LCL8,22218.04186881059
LOA-XMYYFUK4,21142.569868027236
LOA-R2694CZE,35849.09787250155
LOA-R2694CZE,35849.09787250155
LOA-XF1UN2YB,23597.06585420609
LOA-8ZLLTHM3,27658.375527970886
LOA-MYNG9HTS,28472.86047000262
LOA-UE4897QN,21121.08673451617
LOA-VHLQGGVU,19321.061765451494
LOA-MG3TM3X8,31460.23706035543
LOA-4V6RUYK4,38761.678776377805
LOA-MC5CAA2L,18046.920573500345
LOA-H5MFSLG3,29465.101847033475
LOA-5TSQAGB1,23922.994162028448
LOA-FH28D7EN,30486.119811686844
LOA-NMTFX779,104760.16841954537
LOA-RNXQDRXD,20441.767403192414
LOA-RQBYSPYX,23740.184367211365
LOA-VTMHPZEJ,18140.433850689067
GMTCYK5Z,18941.23305838354
LOA-UHQFZ145,32730.47934223459
LOA-BVKSLLU9,20261.359811796134
LOA-BVKSLLU9,20261.359811796134
LOA-B51YU3SR,76326.80127145158
LOA-M57N7XLY,24221.657386510513
AA4GMJIR,22025.504980890673
AA4GMJIR,22025.504980890673
LOA-X8CHL58M,42577.13850843366
LOA-QAAH42RN,21494.76666763974
98XMB7EH,25798.32211863599
LOA-ECRHZS8X,18204.137121565207
LOA-J9MD78N6,25963.26174539059
LOA-BKCXM5ZU,23184.456455055184
LOA-64ZEPRL5,15559.019487999078
LOA-B7NXHABA,77968.27287820846
LOA-G1M1DL32,24975.71255170141
LOA-HMYVRPP8,21759.85727333146
LOA-9AM66TYS,38688.68179128684
LOA-87MAZ7K5,23857.83393837419
LOA-CULK5T9P,30407.963734957768
LOA-B6UHMARA,20730.42660007263
LOA-8UV375XU,29477.541823655185
LOA-4DH7B9MC,19896.112433584418
SN3TXKK8,16638.93601173606
LOA-V5CCPA15,24377.814420223185
LOA-LQVGX8ZT,35930.08576285539
LOA-D5NMGT6S,22153.541405061944
LOA-FH383X1E,33121.61525344651
LOA-GXYFN6UU,27194.404895550095
LOA-KD71JRPB,39423.51358509203
LOA-KD71JRPB,39423.51358509203
LOA-7TTUDETG,22612.015913845968
LOA-GSNDX175,27103.40815574125
LOA-2TA53P52,19769.577975797525
LOA-S32N3CVN,20454.032730987503
LOA-S32N3CVN,20454.032730987503
LOA-S32N3CVN,20454.032730987503
LOA-S32N3CVN,20454.032730987503
LOA-EF7XXK5T,17560.405386495684
LOA-MVF7PQNM,20719.43679846159
LOA-HSJ65U21,21645.425146539197
LOA-H9PQ1P1D,37878.935844800995
LOA-7ZYA8BS5,24965.98803950961
LOA-VYYEH6GV,45596.48314807801
LOA-47FLTYUV,25140.129374698303
LOA-YNDRXSD6,25003.573039632818
FE8UJTHA,35599.02380812322
LOA-7UBUCCP5,20802.168249146092
LOA-7UF8B42X,56504.73653520878
LOA-2R5HNV9M,22114.943679259253
LOA-FSM17UG8,31592.13222303174
LOA-VEUEU4TE,34688.952597007774
LOA-2CXC2BRT,65256.53233258037
LOA-LB2369BK,20902.028243897486
LOA-RGRTH7TB,24801.193286251913
LOA-NMVLZVV2,28347.2977232205
LOA-TSGM778T,42431.68599108403
LOA-YKVNMZ1S,81076.37303682287
LOA-4H1GVTQR,28347.2977232205
LOA-51267EB6,22887.760130868326
LOA-6AQUZ2JH,28347.2977232205
LOA-J2536UFK,21336.46242166061
LOA-J2536UFK,21336.46242166061
LOA-Q4DBZ79E,18998.319851421205
LOA-LVH8F6ZR,21802.212887277674
LOA-X8S98T3S,25307.265674222013
LOA-NKM1NKNV,28347.2977232205
LOA-3PEA1DHC,74791.51520530714
LOA-D83P423Z,55132.24803126397
LOA-CVML9VCZ,26892.488773731304
LOA-CVML9VCZ,26892.488773731304
LOA-Q9L9HN15,36806.05158658554
LOA-Q9L9HN15,36806.05158658554
LOA-KCYBXLT8,19975.279374521175
LOA-13QLQKQT,76153.26537913419
LOA-F8C4TVYU,56607.56501435167
LOA-PCK4YT9Y,18409.44971727133
LOA-BFYTQ5CU,17051.486469928837
LOA-2BUXQ51P,37504.76346184937
LOA-6Y3CNYD8,28347.2977232205
LOA-LKXV57CR,19423.161470799594
LOA-4C2L3YRR,28572.90317840746
LOA-C7KQEF9E,21712.290759691612
LOA-7NHXPA7E,39063.754220735456
LOA-DCR4QZ1S,59187.090003010955
LOA-8SYADNF4,67105.18942134999
LOA-RV4H4RB2,25842.14069812117
LOA-57K38BSU,29526.00204228224
LOA-57K38BSU,29526.00204228224
LOA-KEUL55HU,28347.2977232205
LOA-1M3KM6YN,22177.56943395731
LOA-E3PSMYYD,23932.561079877913
LOA-7L1D2PQ7,51614.43014608315
LOA-YNG7A4G7,24838.85049054701
LOA-YNG7A4G7,24838.85049054701
LOA-6NJQ8TVP,21035.007740451634
LOA-LENCVPKM,22465.821533655413
LOA-LENCVPKM,22465.821533655413
LOA-62HZ7TD1,42011.43304286687
LOA-DJALHTQH,25042.291474065903
LOA-HMTNH77S,37402.81530101452
LOA-Q2UKSSPP,20350.57397490371
LOA-JZ4ZB9XU,53890.42088956544
LOA-UQGZY3XY,21135.113021129502
LOA-9BN26HSD,21882.797370215758
LOA-N2PLC45V,47972.72406636397
LOA-MV37XJ9P,26054.607097986504
LOA-8SCB2EQM,26041.970332935987
LOA-8SCB2EQM,26041.970332935987
LOA-BC5X54F4,20648.674198397915
LOA-CK3YX8SU,28347.2977232205
LOA-9AXXDH3J,35005.32274531141
LOA-CHD9JAF8,71180.48958143691
LOA-KC48E3U2,28347.2977232205
LOA-7F4U4H5C,18954.580081612003
LOA-Z2Y7BTTS,49737.26192072174
LOA-U287FET1,30658.041497230603
LOA-3LJ4CRF9,56258.95267214487
LOA-MP36K212,21410.205544909513
LOA-J9N2GPCR,26782.75739947002
LOA-KSXYQRRM,28347.2977232205
N1VDISLM,46373.1040396537
2BX5AZUC,25605.49780325557
3NXH1GM3,30347.21462340887
LOA-LT5PM2LK,35677.24275396812
LOA-GJJNQGV2,17606.4554569842
LOA-BRLLERE6,26071.449741059703
LOA-ZNBCNBM2,51016.022190701384
LOA-ZNBCNBM2,51016.022190701384
LOA-XUGY2LB5,37282.482545366554
FEUSQSIL,21747.514845043235
LOA-A6A4JZGV,75295.51647256395
LOA-NNSCU4Q2,24090.406233629226
LOA-MCM8XQDB,59065.62147203859
LOA-KTFAEK71,23593.719808617378
LOA-XBLHTJL1,25387.51003319576
FLZM9EZK,24244.58641078142
LOA-KY1CP1AQ,23254.535052780906
LOA-V56UTQ6G,33906.32928970876
4B83R49I,23174.28753844998
4B83R49I,23174.28753844998
LOA-J19BJTUT,28347.2977232205
LOA-1KQAJZ67,22204.396419789664
PK5FE88N,15749.465509460495
LOA-Q1EL599V,16780.8175540291
LOA-877HLUEN,28296.66974358709
4Y9QE5UJ,65567.00289931361
LOA-BTHDM2EE,17056.163538162033
LOA-DJU24GUC,22084.188816046026
MPM7RYBI,86189.43290227273
LOA-ERH3LVGB,20407.774579704062
6PPUM9V8,24546.71864578158
LOA-DBS4EE69,79326.78807081965
LOA-8Z6R1Y6A,33987.98147073437
LOA-H5Y2EMH6,23765.818891807685
LOA-5QBK674Q,23672.376158692718
QPMY6LLJ,20797.325955941847
LOA-VGXHC7QU,19292.939468621757
EM6AP3Z8,23046.198712274778
LOA-D7B34L8K,34187.46507806509
LOA-NNNP82GT,19650.350587925324
LOA-E33RYSPV,60001.992762106
LOA-F5KXPBH9,28347.2977232205
2BJQ9JGJ,36935.88450914513
LOA-3TU924LY,53910.96217505888
LOA-Z3FSBZA5,32025.87634388182
LOA-F2M477ZA,22864.075252306135
HA9FA4VE,21011.43006203671
LOA-28364K28,19494.115545870456
LOA-EVR3Q198,44670.99538796679
LOA-PC5PBZA9,32332.47269812283
LOA-EKVRRAYN,30842.928222707877
SJFDDM23,19045.21910854936
LOA-53TZZ7SL,29452.824329712104
LOA-LP7V629L,27817.4695056074
LOA-M5ASREEQ,27930.790222126467
LOA-L92TFN8G,50348.004289263685
LOA-X7LL61DQ,22420.186290996055
BSTU2S6R,59583.51281590927
LOA-TTT4JV12,25516.400974280696
QKV91D8H,239828.88576087504
LOA-CGJV3CL8,22652.806061221738
LOA-EMECDAFJ,23817.022044920057
LOA-XD34RMNB,29952.82991795735
LOA-QGEP4Q8U,27801.53115800578
LOA-MAKYS4AT,45069.99922134128
LOA-MAKYS4AT,45069.99922134128
GFHHZR51,31744.061402855306
LOA-MD2UYNLL,20514.606186217068
LOA-FXXRMB4U,31537.88940683663
LOA-2KV4R2J3,31123.450485759007
LOA-UH811JLA,32204.781550603773
LOA-NLPXZHEM,23254.00346238223
LOA-DVYFNZ7Z,21523.956801679444
LOA-4YAHH457,25779.05983484912
LOA-RCXAN3AY,37879.60615964773
LOA-5MBX2TMY,130350.0415317112
LOA-EE72CUAX,24753.96992911266
LOA-G611FY53,28584.766666097647
LOA-NC3DMZVX,23449.948486610112
LOA-GH3TRAG8,37249.55875233843
LOA-GS47J9Y1,17728.188634109218
LOA-QQZ3AUZ4,20795.73625116188
LOA-3GNM847S,77384.54977712258
LOA-8RB3JXMY,26777.57529605106
LOA-JFS9KMJ5,22491.61976886309
LOA-58TJ4XYM,23969.353708561877
LOA-QSTM6LG5,40566.70054283385
LOA-S9RLV2UC,21510.11463818623
LOA-DFSC34SU,31434.616886766045
LOA-X1RE9JMD,28347.2977232205
LOA-MNJP9G3D,28827.12851948429
LOA-XEJTZXTZ,54417.40410418729
LOA-DH62FJJE,26253.076995187483
LOA-D4GLCGJ1,22196.35692025151
8IXQGIRI,27182.876919139962
LOA-CBT1ABFG,29655.482227625387
LOA-HXBD5LU8,157290.96621777333
LOA-F4DPGVA6,51114.7445215335
LOA-6F79S7X8,36537.59337392514
LOA-KQCFAKHZ,44293.62201957184
LOA-HXQ5GSVF,28509.393881568623
LTFAJM96,25525.856958345863
LOA-P9X3FFH7,71170.74104209992
LOA-J46ESUPH,25324.72712457792
LOA-6HALDSKL,18979.186862215753
LOA-VV2PQPQ1,37428.646764435194
